7	8
8	8
8	10
10	11
11	12
12	13
14	15
15	16
16	17
17	18
18	21
21	23
23	23
24	26
26	27
27	30
30	31
31	33
33	37
37	39
39	40
41	44
44	47
47	48
48	50
50	51
51	53
54	55
55	55
55	57
57	59
59	60
60	61
61	62
62	63
63	64
64	66
66	67
67	69
69	70
70	72
72	74
74	75
75	77
77	78
78	78
78	80
80	80
81	86
86	87
87	89
89	91
91	92
92	94
94	95
95	97
97	98
98	100
100	101
101	102
102	103
