9	12
12	13
13	14
14	17
18	18
18	19
19	20
20	22
23	24
24	25
25	27
27	30
30	32
32	33
34	35
36	38
38	40
40	42
42	44
45	46
46	49
49	51
51	54
54	56
56	60
60	62
62	63
63	65
66	68
68	69
69	73
73	74
74	76
76	77
77	78
79	80
80	82
82	83
84	85
86	87
87	88
89	93
93	96
96	98
98	99
99	101
101	103
104	107
