34	39
39	41
41	42
42	43
43	45
45	46
46	47
47	48
49	49
50	50
50	53
53	54
54	55
55	57
58	59
59	59
59	60
60	62
62	63
63	64
64	66
66	67
67	68
68	69
69	70
70	71
71	75
